       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
       0.000000       -0.000062
       1.000000        0.438587
       2.000000        0.244505
       3.000000        0.014009
       4.000000       -0.027695
       5.000000       -0.012922
       6.000000       -0.001384
       7.000000        0.001198
       8.000000        0.000664
       9.000000        0.000102
      10.000000       -0.000049
     -10.000000       -0.000000
      -8.000000       -0.000000
      -6.000000       -0.000000
      -4.000000       -0.000000
      -2.000000       -0.000046
       0.000000        6.001200
       2.000000       -0.000557
       4.000000        0.000024
       6.000000        0.000000
       8.000000        0.000000
      10.000000        0.000000
